id,mean_year_price_p1,mean_year_price_p2,mean_year_price_p3
0002203ffbb812588b632b9e628cc38d,40.82607081666666,24.524832230000005,16.353854253333328
0004351ebdd665e6ee664792efc4fd13,44.53187686,0.0,0.0
0010bcc39e42b3c2131ed2ce55246e3c,45.501268460000006,0.0,0.0
0010ee3855fdea87602a5b7aba8e42de,40.76618458333333,24.486747556666668,16.328003359999993
00114d74e963e47177db89bc70108537,44.414856193333314,0.0,0.0
00126c87cf78d7604278f0a9adeb689e,40.780809999999995,24.496018473333336,16.334706609999994
0013f326a839a2f6ad87a1859952d227,40.85496091666666,24.54287195666667,16.366475626666663
00184e957277eeef733a7b563fdabd06,44.41456769333332,0.0,0.0
001987ed9dbdab4efa274a9c7233e1f4,40.770182783333325,24.49074577666667,16.33200234
0019baf3ed1242cd99b3cb592030446f,58.22937961000002,0.0,0.0
001cb880d847a0b63b404a48e50aec17,44.51573384333334,0.0,0.0
001cd16732dc7d5bdf46b0d49996c271,45.36152286,0.0,0.0
001dc71143f45cb58aaccc2e94823c5a,44.50312829333335,0.0,0.0
0024bc8ffe90ec2d5f5be3b5cd7bf2cf,44.52054861,0.0,0.0
002b3009d069858b471918402fb237b7,59.27751237666668,36.58320308333333,8.433409039999999
002d70a2bdf9cf62f10d1efbea890f69,44.504369843333336,0.0,0.0
002dc7935f7b6f855aaa3d1bd242ab9a,40.84956758333333,24.53750195666667,16.362402959999997
0030bd55614c2c5e693e04b64faa6445,44.52361762666668,0.08611425,0.0
003742573bb97760793ced15e3e11745,44.61318045999999,0.0,0.0
003cb4fdda941fb84bcd2be9af683254,44.41632229333332,0.0,0.0
003e7fcd19e10f5114c29ce4a6997ba0,45.041121360000005,0.0,0.0
003fb333060c256bff67d8d550bff1fa,40.756577083333326,24.482494139999996,16.32631802666666
00420fc2b6ede48ec7e941c769a6a840,40.75512899999999,24.481045639999998,16.324870526666658
0042d28bd6161dad1212cbafef43d147,40.786249666666656,24.50145755666667,16.340146276666662
00443249897e23b636e6ba1ed6bfdb2a,44.53307519333333,0.0,0.0
00459ffab7bbdf775a4f8c4c54cd0647,40.8507037,24.53847194,16.363114659999997
004c8f9b38dd23ec22a8c88201cb359e,44.471145193333335,0.0,0.0
004d6fbd40fdd503a1a8f30f11613d3c,44.462441693333325,0.08451041666666666,0.0
004eab8ff1db6804baa4742a47441dc3,40.748566033333326,24.496411756666664,16.35029731
0050ff8eebddf354344ac124c6c95217,44.443060876666664,0.0,0.0
00595ac27c3d569792525d9a8152ac28,44.55147534333334,0.0,0.0
005a1ca83d28ef9fe6b50db90fab2e6a,44.525208626666675,0.08770625,0.0
005e67ff54e6efe38addb10c386a9ed8,44.445085259999985,0.0,0.0
0060e975b0d00bfe39fd2da5a36aefe9,44.43270112666666,0.08445525,0.0
0061281c2a507ec6f448e4710fc23c61,44.41768829333332,0.0,0.0
0066e1989bb69201a52a109ff68cb700,40.70060783333332,24.44845347333333,16.30233719333333
0067e39cb3da161ee6b1652ffc3ab247,40.8521905,24.54004245666667,16.364784793333328
006aa187782c3b5adfb2f866df8efd6a,44.474352859999996,0.0,0.0
006e3fba0c72834b3950b1940b592dda,40.68541458333332,24.43896072333333,16.296868526666664
007126a976062d074f0bc063dcc40772,44.41763085999998,0.0,0.0
00712a82ee7702fb3e3abace2ba58daa,40.786249666666656,24.50145755666667,16.340146276666662
007366595913874291f68fec31370eeb,44.436928626666656,0.08826774999999996,0.0
00741d1795e23f627bb7e8246c410cb3,44.46674219333332,0.0,0.0
0075ba4dfe5a3515c59d2ce3222a32b8,41.09275635666667,24.823769663333334,16.664912456666663
00761154b6c4c736a000c84e6e487a02,40.76513801818181,24.512652349090903,16.36644905090909
007a80f8808fdc58e43ff5550a39dc62,44.846034460000006,0.0,0.0
007c9311c0728c2f8de9b85f85947647,44.42716335999998,0.0,0.0
0082e565c1298cbe9cf70e96f571e4fa,44.415159693333315,0.0,0.0
0082e856036f1ee2cb21b110dcea2950,40.75797099999999,24.483888056666665,16.327711943333323
008639281430debb1b4faceeb0c4c3f4,44.58356145999999,0.0,0.0
0088f2a16e21e31f1474a2b3be3f673d,44.48157474181818,0.0,0.0
008e9867a90fb37bebad0a328d519931,40.85161,24.53946195666667,16.36420429333333
009416f8e153be4bf2540d52f7f6f134,59.122472593333356,36.48878528333333,8.416234506666665
0096906bea10664463b8c147a5f3bf58,44.54956059333334,0.0,0.0
0096fe1dcaf12a9dd55cfd4e1e6f4dac,44.519319843333335,0.0,0.0
009c4f0e98c8dc8bd69f318724b2f1d5,40.706899333333325,24.454745056666663,16.308630609999998
009e06998bb9469df8b49c14c72b23ad,44.55345069333333,0.08633858333333333,0.0
009f006f8dac72459c881e8599f6ad75,40.792138509090904,24.50408981818182,16.341300327272723
00a63e3b08f7d578b7a6a0db2c284d2e,40.71298744999999,24.45554261,16.306733339999997
00afaab98ba4e403d34705cb839ad325,40.84751708333333,24.53403945666667,16.358171959999996
00b231071b41af9280d7c3e840243485,40.82400534545454,24.523543974545458,16.352816098181815
00b46b90fb1333ba7a8d5ea0278a51bf,44.43252892363635,0.0,0.0
00b5e9bb90895af838f37e5540582994,40.731100533333326,24.46772802666667,16.316686589999996
00b7201f8439bb2128ec2295abb0bacb,40.69352878333333,24.446665276666664,16.303095256666666
00b9ad3d4e5701f7f06f9075b7aa1a28,44.45915034333332,0.0,0.0
00bf3995126e432218c5a50ba3d03546,40.770782416666655,24.49117955666667,16.33211902666666
00c3bf9c394142197c29abfbcf0b40c1,44.49080277666666,0.0,0.0
00cc5688ee8c98545229094b3454b025,44.41747219636362,0.0,0.0
00ccb1f5828d8ed38e8be755e092eb9a,44.53601019333333,0.0,0.0
00d44d36582e0f27ffbc0bd39c87fef8,40.68946296666666,24.442592419999997,16.299167546666663
00d7c1ccd3efa5e0fe4470e1c4313c5c,40.69360308333332,24.446738056666664,16.30331786
00db6c024b1f3440d48d0576204b57f0,44.45998684333332,0.0,0.0
00dcb85a7eca4671d0c03f2412490e7a,44.46916194333333,0.0,0.0
00df02fc5c2aa91286e3b0c5fc71808e,44.505675793333346,0.0,0.0
00df71a21bf5d1186f6b837e3a3d6929,40.68782508333332,24.440958056666666,16.297536859999997
00e2ac145fde89914e3c8931884c7b0c,44.598276726666654,0.0,0.0
00e9beca750dfb5a7d603b3253d2cce2,44.41589894333332,0.0,0.0
00f328286431bf2825484506dc7b3179,40.69313236363635,24.446420967272726,16.302829305454544
00f72d11765b11f7651d54724eb1dcc7,40.80087271666666,24.510725503333337,16.346846379999995
00f7e6d3a79e08dca1e19b89acfbe9e5,44.45998704333333,0.0,0.0
00f9726373076a470b27c0fd03608910,44.45868634333332,0.0,0.0
00fdf322054a93253c6d0034f0818359,40.81233043333333,24.51653086666667,16.348128649999996
00ff5fe8abd4ac4cdfa0f676969f6468,40.721676181818175,24.46341951272727,16.31427403272727
010efa9b36d814dc78f1494cf9047377,40.852492416666664,24.54026145666667,16.36484562666666
01110b97335f1c770563a6ac95cfcc64,40.831306783333325,24.573863256666666,16.425054559999996
0111e14fb3fd7f7f4ed82790d3d4ef08,40.852694916666664,24.540872623333335,16.36480612666666
0117022254b01c36da23c5329a97e653,40.68935687272726,24.442636363636364,16.299367236363636
01170c016f8dd1fe2f43fb5bf6c43564,44.53895154333334,0.08674716666666667,0.0
0117ac016b95035e446ad8a5a77d95a9,40.71428641666666,24.456546556666662,16.307673026666663
011c52e04d71258afea1b8d72bb81f51,40.756577083333326,24.482494139999996,16.32631802666666
011fefdd704a71caeeefb7501fbf0a59,44.595433543333336,0.0,0.0
0123d2d182eaeacd016aed82b95763bf,40.82346231666666,24.522223563333338,16.351244919999992
01269a9df48c0b0b2215333ca34f89b9,40.77237483333332,24.49277130666667,16.333711443333325
01290ddfd35c01340848d10715209d89,44.44412169333333,0.0,0.0
0129b446e46be1fffa84c8ae42d901f3,44.44804020999999,0.0848831666666666,0.0
0131031561b7de338f5bc0794ee1534b,59.06426151,36.45331336666666,8.408603339999997
0133c16aed574ae656be7b2fb2491772,40.730573333333325,24.467838556666663,16.316335859999995
013dc75cc81ca4669eb19adf87d86468,40.73046758333332,24.467433806666666,16.315865276666663
013f68981653185623a6bb5bbcbe012f,40.79913405,24.508987170000005,16.34510771333333
0144f26abd8ff2c687c293ebb5ad885f,44.63368163272726,0.08750218181818183,0.0
01495c955be7ec5e7f3203406785aae0,40.79739538333333,24.507248170000004,16.343369046666663
015a849b37e83bdc6fefd16a953dd6a8,44.55470355999999,0.0,0.0
015d24fe57bf9db4ce8f79e266ede43d,40.852108,24.540208706666668,16.36542554333333
015e995cc1410544e542e5166f525b0e,40.81595343333333,24.520153616666672,16.351751649999997
0162909885e753a5d1ac54cb68a24e0d,40.79971205,24.50956483666667,16.345685713333328
016db61ecbf467db158fcf65bff2b706,40.783789083333325,24.498996973333334,16.337685693333327
017487e02eb7e940c9bcc5a2f9dd6d51,44.48848379333333,0.0,0.0
01756cc0548891ed0e748d32f19323b7,44.47251389333334,0.0,0.0
0176fd4562655dccdd209b39f6e4f0f0,44.444976193333325,0.0,0.0
017cb53e2e367f26a0df68cd8bf0eaed,44.45998704333333,0.0,0.0
017d481a88d2f0a1b51600f3b7621dab,40.745140583333324,24.476410889999997,16.32280094333333
0182220101c51f73b5ac7014a166d220,40.75276333333333,24.478680806666663,16.32250427666666
0187ff17d6e9f030d4715f59a3d46397,44.51264471000001,0.0,0.0
01957677ffae06c92a67c7518ee1944b,44.42879035999998,0.0,0.0
019ba605521c8a17253bdc793d703b89,40.76554808333333,24.48611105666667,16.327366859999994
01a0307ea9865596f0f7f8cd3844e6cc,40.79820388333333,24.50820908666667,16.34370221333333
01aeb4492c8ee28cd6c6b9517c52362a,40.74297108333332,24.47424272333333,16.32063419333333
01af08a38d2c483f42c061adf83bcac7,44.69140896,0.0,0.0
01b76cb3c28b6cce823d0a213bbc678f,44.79907752666666,0.08768608333333333,0.0
01c9ffa78e4f47f8874e3f81c947c34c,40.68715358333332,24.44028589,16.296861026666665
01ca7efd3425707a24bdcf6982384987,40.68982178333333,24.442956443333333,16.299386506666664
01cd7f3d796d527b174d1a79c55cf9de,44.43443902666665,0.08618624999999996,0.0
01cde600c358e7761200e4ad4a249e70,44.676412160000005,0.0,0.0
01cef6147de938c6c984b4ec406a5ef2,40.690137083333326,24.443270056666666,16.29984986
01cf6adaab6c04ff57fe28f94bd108a3,40.78422141666666,24.499429723333336,16.33811802666666
01d9d88a4ec7fb965b2d447ca8ad12bc,40.77143308333333,24.49199555666667,16.333251859999994
01dfc28bcf42e1af30a7d8b701541694,44.58803054333334,0.0,0.0
01e14a742470adb6bc20543ded64f4e4,59.48465709333335,0.0,0.0
01eb776170df2fda56c99b58b06bbf42,44.77869159333332,0.0,0.0
01f2b80e48993a6ebb6d088c5d74cb56,40.72936508333333,24.465991306666666,16.314950359999997
01f9f90e71b962e072addcd3d68b324c,44.49080277666666,0.0,0.0
01fa5d40e2ff3215f41fd0c40e6d071b,40.81029918333333,24.51449936666667,16.346095899999998
01fb90c92cc2ab60e81ffcec3a13ad10,44.41632229333332,0.0,0.0
01fbea88102b46f036ff17ebe4d23459,40.80000163333333,24.509854420000003,16.34597521333333
020713a0f41f18c39e5f054969e65cdd,59.044688843333326,36.44117003333333,8.405777589999998
020b2cf4fda97d9000b00374ad959786,40.85355358333333,24.54143495666667,16.365305459999995
020fa2b7cec81412b28158b3f78e28d8,45.950659959999996,0.0,0.0
0211e90883c68417f94760f25a589949,40.82607081666666,24.524832230000005,16.353854253333328
02179c040d0e5adf13756282fd04d8b5,44.415124869090896,0.0,0.0
0218365ec0e5d9e9e7eefa273f7ed0f8,44.45949504333333,0.0,0.0
021cbcc5f973c4d7408973b8199157e2,44.45998694333333,0.0,0.0
021ee1f0c081940a983065e077756689,44.524777626666676,0.08727475000000001,0.0
